OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,MasVnrArea,Fireplaces,OpenPorchSF_log,SalePrice
6,1724,2,1680,1,1967,1976,359.0,1,0.0,197900
8,2031,2,1128,2,2002,2002,0.0,1,5.356586274672012,237000
4,1128,2,698,1,1920,1950,0.0,0,0.0,68400
7,1573,2,1573,2,2002,2002,110.0,0,4.290459441148391,227000
7,1339,2,1309,2,1990,1990,54.0,1,4.07753744390572,180000
5,1040,2,1040,2,1977,2008,0.0,0,0.0,150500
6,1824,0,912,2,1971,1971,0.0,0,0.0,139000
6,2447,1,804,2,1919,1990,0.0,1,0.0,169000
6,1412,1,780,1,1939,1950,0.0,1,0.0,132500
6,1328,2,1328,1,1963,1963,451.0,2,3.295836866004329,143000
5,1582,2,1624,2,1964,1964,621.0,0,5.293304824724492,190000
8,1659,2,1501,2,2000,2000,0.0,1,4.0943445622221,278000
8,1970,3,1085,2,2006,2006,788.0,1,4.31748811353631,281000
5,1152,2,1152,1,1964,1964,86.0,1,0.0,180500
5,1302,1,630,2,1972,1972,268.0,0,0.0,119500
5,2372,1,994,2,1892,1965,0.0,0,5.662960480135946,107500
7,1664,2,832,2,1976,1976,0.0,1,3.367295829986474,162900
5,864,2,864,1,1955,1990,0.0,0,0.0,115000
5,1052,1,1052,1,1968,1968,168.0,0,0.0,138500
5,1128,2,1120,2,1963,1963,148.0,0,3.044522437723423,155000
6,1072,2,547,2,2005,2006,82.0,0,3.80666248977032,140000
10,5642,2,6110,2,2008,2008,796.0,3,5.680172609017068,160000
5,1246,1,1246,1,1959,1994,0.0,0,0.0,154000
7,1983,2,978,2,1999,1999,344.0,1,0.0,225000
6,1494,1,771,1,1942,1950,0.0,2,0.0,177500
8,2526,3,1165,2,1994,1994,391.0,1,4.3694478524670215,290000
7,1616,3,1616,2,2005,2005,228.0,0,4.0943445622221,232000
7,1708,2,976,2,2004,2004,117.0,0,3.713572066704308,130000
9,1652,2,1652,2,2006,2007,300.0,2,4.634728988229636,325000
7,1368,2,1368,2,2005,2006,94.0,1,3.58351893845611,202500
5,990,2,990,1,1994,1995,0.0,0,4.174387269895637,138000
5,1122,2,924,1,1948,2005,0.0,0,3.610917912644224,147000
6,1294,2,1278,2,1991,1991,88.0,0,3.951243718581428,179200
7,1902,2,1902,2,1959,2002,0.0,2,5.337538079701318,335000
7,1274,2,1274,2,2005,2007,80.0,0,4.59511985013459,203000
8,2810,2,1453,2,1990,1990,336.0,1,0.0,302000
9,2599,3,1393,2,1999,1999,165.0,1,3.4339872044851463,333168
4,948,1,948,1,1954,1954,0.0,1,3.610917912644224,119000
6,2112,2,952,2,1969,1969,0.0,2,0.0,206900
8,1630,3,1622,2,2008,2008,270.0,1,3.7612001156935615,295493
7,1352,2,1352,2,2006,2007,0.0,1,5.488937726156687,208900
8,1787,3,1753,2,2001,2002,178.0,1,5.017279836814924,275000
4,948,1,864,1,1954,1954,132.0,0,0.0,111000
6,1478,2,1478,1,1957,1957,0.0,2,0.0,156500
3,720,1,0,1,1949,1950,0.0,0,0.0,72500
7,1923,2,750,2,1992,1992,0.0,1,3.688879454113936,190000
4,708,0,420,1,1940,1950,0.0,0,0.0,82500
8,1795,3,1795,2,2006,2007,428.0,1,3.912023005428146,147000
4,796,0,796,1,1922,1950,0.0,0,0.0,55000
3,774,0,544,1,1931,2006,0.0,0,0.0,79000
5,816,1,816,1,1982,2008,0.0,1,0.0,130500
6,2792,2,1510,2,1920,1950,0.0,2,6.306275286948016,256000
7,1632,2,935,2,1998,1998,0.0,1,3.367295829986474,176500
8,1588,3,1588,2,2006,2006,410.0,1,3.828641396489095,227000
5,954,2,911,1,1976,1976,0.0,0,0.0,132500
4,816,1,816,1,1938,1958,0.0,1,0.0,100000
5,1360,1,803,1,1938,1995,0.0,0,4.189654742026425,125500
5,1365,2,765,1,1970,1970,312.0,0,3.610917912644224,125000
6,1334,2,1350,2,1977,1977,360.0,1,2.833213344056216,167900
5,1656,2,1656,2,1973,1973,564.0,0,5.356586274672012,135000
4,693,0,693,1,1941,1950,0.0,0,3.044522437723423,52500
7,1861,2,916,2,2002,2002,0.0,0,4.5217885770490405,200000
5,864,1,864,1,1972,1972,0.0,0,0.0,128500
4,872,4,858,1,1971,1971,0.0,0,0.0,123000
6,1114,2,1114,1,2003,2004,0.0,0,4.3694478524670215,155000
8,2169,2,1284,2,2002,2002,149.0,1,4.477336814478207,228500
6,1913,2,896,1,1928,1950,0.0,1,0.0,177000
7,1456,2,728,2,2006,2006,0.0,1,0.0,155835
4,960,1,960,1,1920,1950,0.0,0,0.0,108500
7,2156,2,1568,2,1968,2003,0.0,1,4.394449154672439,262500
8,1776,3,1732,2,2006,2007,100.0,1,0.0,283463
7,1494,2,1482,2,1998,1998,0.0,1,3.258096538021482,215000
8,2358,0,684,2,1872,1987,0.0,0,4.007333185232471,122000
5,2634,4,1248,2,1969,1969,368.0,0,0.0,200000
6,1716,2,858,1,1962,1962,318.0,1,4.442651256490317,171000
6,1176,2,698,1,1937,2000,0.0,0,0.0,134900
8,3238,3,2033,2,1995,1996,579.0,1,4.465908118654584,410000
7,1865,3,992,2,2000,2000,0.0,1,5.220355825078324,235000
7,1920,2,570,3,1968,1992,143.0,1,4.59511985013459,170000
5,892,1,864,1,1966,1966,65.0,0,0.0,110000
5,1078,2,1078,1,1971,2008,0.0,1,0.0,149900
6,1573,2,756,2,2000,2000,216.0,0,3.49650756146648,177500
9,1980,3,1980,2,2004,2005,66.0,1,3.828641396489095,315000
5,2601,2,612,3,1921,1998,0.0,0,0.0,189000
7,1530,2,1530,2,2005,2005,16.0,1,3.610917912644224,260000
4,1738,1,715,2,1920,2007,0.0,1,0.0,104900
6,1412,2,616,2,2006,2007,0.0,1,3.610917912644224,156932
7,1200,2,600,2,2005,2005,0.0,0,5.117993812416755,144152
7,1674,2,814,2,2000,2000,0.0,0,4.574710978503383,216000
7,1790,2,873,2,1999,1999,158.0,0,4.48863636973214,193000
5,1475,1,757,2,1977,1977,0.0,1,3.295836866004329,127000
6,848,2,848,1,2003,2004,170.0,0,0.0,144000
8,1668,2,1657,2,2003,2003,171.0,1,5.572154032177765,232000
4,1374,1,840,1,1920,1950,0.0,0,0.0,105000
6,1661,1,992,1,1955,1996,0.0,1,3.367295829986474,165500
7,2097,2,1108,2,1998,1998,0.0,1,5.14166355650266,274300
10,2633,3,2633,2,2001,2002,705.0,2,4.948759890378168,466500
7,1958,3,1026,2,2005,2005,0.0,1,5.351858133476067,250000
8,1571,3,1571,2,2007,2007,80.0,1,3.610917912644224,239000
6,790,1,768,1,1930,1950,0.0,0,4.955827057601261,91000
5,1604,2,984,2,1941,1960,0.0,0,4.23410650459726,117000
6,987,1,483,1,1973,1973,408.0,0,0.0,83000
5,1394,2,384,2,2006,2007,0.0,0,0.0,167500
3,864,1,864,1,1914,1950,0.0,0,0.0,58500
6,2117,2,1205,2,1970,1970,0.0,2,3.7612001156935615,237500
7,1762,2,596,1,1920,1950,0.0,0,0.0,157000
5,1416,2,816,2,1918,2007,0.0,0,0.0,112000
6,1258,1,560,1,1939,1950,0.0,0,0.0,105000
4,1154,1,796,1,1922,2007,0.0,0,4.574710978503383,125500
7,2784,2,1392,3,1978,1978,184.0,2,4.727387818712341,250000
6,2526,1,714,2,1916,1950,0.0,1,2.772588722239781,136000
9,1746,3,1746,2,2006,2007,160.0,2,3.688879454113936,377500
6,1218,2,735,1,1941,1950,0.0,1,0.0,131000
7,1525,2,1525,2,2000,2000,244.0,0,3.610917912644224,235000
5,1584,3,1584,2,1967,1967,0.0,0,5.030437921392435,124000
5,900,1,864,1,1967,1967,0.0,1,4.976733742420574,123000
6,1912,2,482,2,1905,2000,0.0,1,3.258096538021482,163000
7,1500,3,1356,2,2006,2006,45.0,1,3.044522437723423,246578
8,2482,3,1094,2,2005,2006,245.0,1,3.688879454113936,281213
5,1687,2,747,1,1948,1950,0.0,2,0.0,160000
5,1513,1,939,1,1920,2004,0.0,0,0.0,137500
5,1904,1,1208,1,1950,1982,0.0,0,0.0,138000
6,1608,1,976,2,1925,1990,0.0,1,2.833213344056216,137450
6,1158,1,862,1,1929,1950,0.0,1,0.0,120000
6,1593,2,839,2,2004,2004,0.0,1,4.330733340286331,193000
7,1294,2,1286,2,2006,2006,0.0,1,4.02535169073515,193879
8,1464,3,1485,2,2007,2007,84.0,0,5.081404364984463,282922
3,1214,3,672,1,1915,1950,0.0,0,0.0,105000
8,1646,2,1594,2,2004,2005,174.0,1,3.9889840465642745,275000
5,768,2,768,1,1972,2007,0.0,0,0.0,133000
5,833,0,833,1,1985,1985,0.0,0,0.0,112000
4,1363,2,622,1,1910,1950,0.0,0,0.0,125500
7,2093,2,791,2,1986,1991,123.0,1,4.158883083359672,215000
7,1840,2,944,2,2001,2001,0.0,0,3.828641396489095,230000
6,1668,1,856,1,1950,2005,0.0,0,0.0,140000
4,1040,2,0,2,1949,1950,0.0,0,0.0,90000
8,1844,2,1844,2,2005,2006,366.0,1,3.80666248977032,257000
6,1848,2,833,1,1923,2000,0.0,1,0.0,207000
7,1569,3,1386,2,2007,2007,130.0,1,3.044522437723423,175900
4,2290,2,777,2,1885,1950,0.0,0,0.0,122500
8,2450,3,1284,2,1998,1998,731.0,1,4.844187086458591,340000
5,1144,1,1144,1,1963,1963,0.0,0,4.48863636973214,124000
6,1844,2,1844,2,1969,1969,312.0,1,4.30406509320417,223000
6,1416,2,708,2,1968,1968,420.0,1,5.135798437050262,179900
6,1069,2,1069,2,1977,1977,0.0,1,4.02535169073515,127500
6,848,2,848,1,2003,2003,170.0,0,0.0,136500
6,2201,2,697,2,1966,1966,0.0,1,5.468060141135132,274970
5,1344,1,1024,1,1958,1983,0.0,1,3.367295829986474,144000
6,1252,2,1252,1,1959,1959,243.0,0,3.688879454113936,142000
7,2127,2,1223,2,1994,1994,448.0,2,4.890349128221754,271000
5,1558,1,913,1,1945,1950,0.0,1,0.0,140000
5,804,1,788,1,1940,1992,294.0,2,0.0,119000
6,1440,2,1440,2,1981,1981,310.0,1,0.0,182900
5,1838,2,732,2,2005,2005,0.0,1,3.713572066704308,192140
6,958,2,958,2,1976,1976,0.0,0,4.110873864173311,143750
4,968,1,656,2,1927,2007,0.0,0,0.0,64500
6,1792,2,936,2,2000,2000,318.0,1,0.0,186500
5,1126,2,1126,2,1977,1977,0.0,1,3.737669618283368,160000
6,1537,2,1319,1,1962,2005,237.0,1,3.610917912644224,174000
4,864,2,864,1,1971,1971,0.0,0,0.0,120500
8,1932,3,1932,2,2008,2008,426.0,1,4.204692619390966,394617
6,1236,2,912,1,1957,1996,0.0,0,5.068904202220232,149700
7,1725,2,539,2,1979,1979,96.0,1,4.48863636973214,197000
6,2555,2,588,2,1922,1994,0.0,1,0.0,191000
6,848,2,848,1,2004,2004,147.0,1,0.0,149300
10,2007,3,1017,2,2008,2008,160.0,1,3.970291913552122,310000
6,952,1,952,1,1916,1950,0.0,1,4.59511985013459,121000
7,1422,2,1422,2,2004,2004,106.0,0,4.110873864173311,179600
6,913,1,814,1,1966,1966,0.0,0,0.0,129000
5,1188,1,1188,1,1962,1962,189.0,0,3.688879454113936,157900
8,2090,2,1220,2,1995,1996,438.0,1,4.189654742026425,240000
4,1346,1,560,1,1910,2000,0.0,0,3.218875824868201,112000
5,630,0,630,1,1970,1970,0.0,0,0.0,92000
5,1792,0,896,2,1974,1974,0.0,0,3.828641396489095,136000
8,1578,3,1573,2,2008,2009,194.0,1,3.610917912644224,287090
5,1072,2,547,1,2005,2005,80.0,0,3.367295829986474,145000
5,1140,0,1140,1,2006,2006,0.0,0,4.04305126783455,84500
7,1221,2,1221,2,2004,2005,0.0,0,4.736198448394496,185000
6,1647,2,953,2,1999,2000,0.0,1,3.713572066704308,175000
6,2073,2,1542,2,1978,1988,119.0,2,0.0,210000
7,2340,1,1152,2,1941,2006,0.0,2,4.110873864173311,266500
5,1078,1,1078,1,1950,1996,0.0,0,0.0,142125
5,1256,1,1256,1,1965,1965,0.0,0,4.23410650459726,147500
